Age,Education_Level,Occupation,Number_of_Dependents,Location,Work_Experience,Marital_Status,Employment_Status,Household_Size,Homeownership_Status,Type_of_Housing,Gender,Primary_Mode_of_Transportation,Income
42,Bachelor's,Healthcare,1,Urban,0,Divorced,Part-time,6,Own,Townhouse,Male,Walking,69716
27,Bachelor's,Education,4,Suburban,27,Divorced,Full-time,4,Rent,Single-family home,Female,Biking,101621
21,Master's,Finance,5,Urban,0,Single,Self-employed,6,Rent,Apartment,Male,Walking,69636
46,Bachelor's,Education,1,Suburban,3,Married,Full-time,4,Own,Single-family home,Female,Public transit,294749
40,Bachelor's,Finance,4,Urban,38,Married,Full-time,6,Rent,Single-family home,Female,Car,67048
35,High School,Technology,2,Urban,32,Divorced,Self-employed,1,Own,Single-family home,Male,Public transit,71994
40,Bachelor's,Healthcare,0,Rural,33,Single,Full-time,6,Rent,Apartment,Male,Biking,649298
58,Bachelor's,Healthcare,0,Urban,29,Single,Full-time,5,Own,Apartment,Female,Biking,74230
62,Doctorate,Others,3,Urban,11,Divorced,Self-employed,5,Rent,Townhouse,Male,Public transit,75326
20,Master's,Healthcare,5,Urban,37,Married,Full-time,6,Rent,Townhouse,Male,Car,68672
55,Master's,Technology,4,Urban,5,Single,Full-time,4,Own,Townhouse,Female,Car,71792
58,Master's,Technology,5,Urban,15,Single,Part-time,7,Rent,Single-family home,Female,Car,165431
22,Master's,Finance,3,Urban,1,Single,Full-time,4,Own,Apartment,Female,Biking,6495539
69,Master's,Finance,2,Urban,38,Single,Full-time,7,Own,Apartment,Female,Public transit,36122
27,Master's,Education,3,Urban,40,Married,Full-time,3,Own,Single-family home,Male,Car,69444
40,High School,Education,0,Urban,48,Married,Full-time,3,Own,Apartment,Female,Public transit,66078
23,Bachelor's,Healthcare,3,Urban,38,Married,Full-time,1,Rent,Single-family home,Male,Public transit,2551452
65,Bachelor's,Healthcare,3,Suburban,32,Married,Full-time,1,Rent,Single-family home,Male,Public transit,1863886
52,High School,Finance,3,Urban,39,Married,Self-employed,5,Own,Single-family home,Male,Car,283180
28,Master's,Technology,1,Urban,8,Single,Full-time,4,Own,Apartment,Female,Public transit,64888
60,Bachelor's,Others,5,Urban,38,Married,Full-time,4,Own,Townhouse,Male,Car,74824
44,High School,Finance,1,Suburban,0,Married,Self-employed,5,Own,Townhouse,Male,Public transit,66922
30,Bachelor's,Others,3,Rural,48,Single,Part-time,5,Rent,Single-family home,Female,Car,54038
69,High School,Technology,5,Urban,42,Single,Full-time,5,Rent,Single-family home,Male,Public transit,2308929
21,High School,Education,3,Suburban,30,Married,Full-time,1,Own,Apartment,Female,Public transit,874283
39,Bachelor's,Healthcare,5,Urban,31,Married,Full-time,7,Own,Townhouse,Male,Car,71170
69,Bachelor's,Finance,3,Urban,9,Married,Part-time,2,Own,Single-family home,Female,Biking,69386
27,Master's,Technology,5,Urban,49,Single,Full-time,6,Own,Single-family home,Female,Car,42906
43,Bachelor's,Education,5,Suburban,4,Married,Part-time,3,Own,Single-family home,Male,Biking,71388
35,Bachelor's,Healthcare,0,Suburban,2,Single,Full-time,3,Rent,Apartment,Female,Public transit,72898
54,Bachelor's,Finance,0,Rural,39,Single,Full-time,7,Own,Apartment,Female,Car,65720
63,Master's,Healthcare,5,Urban,0,Single,Full-time,1,Own,Single-family home,Male,Biking,74586
26,Bachelor's,Others,2,Urban,6,Married,Part-time,3,Rent,Single-family home,Female,Car,4269646
29,Master's,Finance,4,Urban,10,Single,Part-time,3,Own,Single-family home,Female,Biking,70700
30,Bachelor's,Healthcare,0,Urban,4,Married,Part-time,1,Own,Apartment,Female,Public transit,518670
33,High School,Technology,5,Rural,27,Single,Self-employed,7,Own,Single-family home,Female,Public transit,66964
34,Doctorate,Others,0,Urban,43,Single,Full-time,6,Rent,Apartment,Female,Public transit,66426
49,High School,Others,4,Urban,18,Married,Self-employed,5,Rent,Single-family home,Male,Car,50948
28,Bachelor's,Finance,3,Suburban,14,Married,Part-time,1,Own,Townhouse,Female,Public transit,66712
42,Bachelor's,Healthcare,5,Urban,15,Single,Part-time,1,Own,Apartment,Female,Public transit,572078
25,Bachelor's,Finance,3,Urban,30,Single,Self-employed,4,Rent,Single-family home,Female,Public transit,67532
40,Master's,Healthcare,3,Suburban,6,Married,Part-time,1,Rent,Single-family home,Female,Public transit,68338
42,Bachelor's,Healthcare,5,Urban,23,Single,Full-time,5,Own,Single-family home,Male,Public transit,71322
21,Master's,Technology,2,Urban,32,Married,Full-time,2,Rent,Townhouse,Male,Public transit,75252
25,Bachelor's,Others,1,Urban,32,Divorced,Full-time,6,Own,Apartment,Male,Car,72644
57,High School,Healthcare,4,Urban,38,Single,Self-employed,2,Own,Townhouse,Female,Public transit,73816
27,High School,Others,0,Urban,14,Married,Self-employed,3,Rent,Townhouse,Female,Public transit,3749115
66,Bachelor's,Technology,4,Urban,5,Married,Full-time,2,Own,Apartment,Female,Public transit,2360606
38,Bachelor's,Others,4,Urban,33,Married,Part-time,3,Rent,Apartment,Male,Biking,68056
20,High School,Technology,1,Rural,34,Single,Self-employed,5,Own,Single-family home,Female,Biking,74188
23,Bachelor's,Healthcare,3,Suburban,17,Single,Part-time,5,Own,Apartment,Male,Car,382816
40,Master's,Education,3,Urban,44,Single,Full-time,2,Own,Single-family home,Male,Biking,67214
70,High School,Technology,0,Urban,21,Married,Full-time,6,Rent,Apartment,Female,Walking,444622
36,Bachelor's,Finance,5,Suburban,49,Divorced,Full-time,4,Own,Single-family home,Male,Car,65830
47,High School,Education,2,Urban,19,Married,Full-time,7,Own,Townhouse,Female,Public transit,72222
62,High School,Finance,1,Suburban,11,Married,Full-time,3,Rent,Apartment,Male,Car,296273
23,Master's,Education,0,Urban,8,Married,Self-employed,2,Own,Townhouse,Female,Public transit,74956
32,High School,Healthcare,0,Urban,34,Single,Full-time,2,Own,Single-family home,Male,Car,66716
26,Bachelor's,Technology,4,Suburban,0,Single,Part-time,2,Own,Single-family home,Female,Public transit,75164
45,Master's,Others,0,Suburban,46,Married,Part-time,1,Rent,Apartment,Female,Car,174288
54,High School,Education,2,Urban,35,Single,Part-time,2,Rent,Single-family home,Female,Public transit,74500
18,Bachelor's,Healthcare,4,Urban,39,Married,Full-time,6,Own,Townhouse,Male,Public transit,68284
33,Bachelor's,Others,5,Rural,32,Single,Full-time,7,Own,Apartment,Male,Public transit,66691
56,Bachelor's,Technology,3,Urban,29,Married,Full-time,6,Rent,Apartment,Female,Car,607190
23,Master's,Technology,1,Urban,44,Single,Part-time,6,Own,Apartment,Male,Public transit,68286
49,Bachelor's,Healthcare,1,Urban,19,Single,Full-time,4,Own,Apartment,Female,Public transit,72346
30,Master's,Healthcare,3,Urban,10,Married,Part-time,2,Own,Single-family home,Male,Biking,72120
54,High School,Healthcare,0,Urban,49,Divorced,Self-employed,5,Own,Apartment,Female,Biking,70444
47,High School,Healthcare,5,Suburban,40,Divorced,Full-time,2,Rent,Apartment,Female,Biking,52679
57,High School,Others,1,Urban,45,Married,Full-time,7,Rent,Townhouse,Male,Biking,74206
34,Bachelor's,Technology,5,Urban,41,Divorced,Full-time,7,Rent,Single-family home,Female,Biking,6714796
61,Bachelor's,Healthcare,0,Urban,33,Divorced,Self-employed,7,Own,Single-family home,Female,Walking,100248
31,Master's,Finance,5,Urban,8,Married,Full-time,4,Own,Apartment,Male,Public transit,73766
46,Bachelor's,Education,2,Urban,15,Single,Part-time,1,Own,Townhouse,Male,Public transit,66848
32,Master's,Others,0,Urban,13,Married,Full-time,6,Own,Apartment,Male,Car,72044
33,Bachelor's,Healthcare,4,Urban,14,Married,Full-time,2,Own,Apartment,Male,Biking,8736449
64,Bachelor's,Healthcare,5,Rural,39,Married,Full-time,6,Rent,Single-family home,Female,Biking,684145
30,High School,Finance,1,Urban,43,Married,Full-time,2,Own,Single-family home,Male,Public transit,224878
50,Master's,Finance,5,Urban,1,Divorced,Part-time,5,Rent,Single-family home,Female,Public transit,74408
65,Bachelor's,Healthcare,4,Urban,1,Married,Part-time,3,Own,Single-family home,Male,Car,71084
50,High School,Technology,2,Rural,14,Single,Full-time,4,Own,Apartment,Female,Public transit,240656
47,Bachelor's,Healthcare,1,Urban,10,Married,Full-time,2,Rent,Apartment,Male,Car,45256
25,Master's,Others,2,Urban,45,Married,Full-time,3,Own,Apartment,Male,Public transit,72590
29,Bachelor's,Healthcare,5,Rural,24,Divorced,Part-time,5,Own,Single-family home,Female,Biking,149465
44,Master's,Healthcare,5,Urban,36,Single,Self-employed,7,Rent,Single-family home,Female,Car,74900
47,Bachelor's,Healthcare,3,Suburban,33,Divorced,Part-time,4,Rent,Single-family home,Female,Biking,180667
37,High School,Others,1,Urban,3,Single,Part-time,6,Own,Single-family home,Female,Biking,71366
59,Master's,Healthcare,0,Urban,6,Married,Part-time,1,Rent,Apartment,Male,Public transit,65992
18,Bachelor's,Technology,0,Suburban,19,Married,Full-time,2,Own,Apartment,Female,Car,71314
63,High School,Healthcare,0,Urban,44,Married,Part-time,7,Own,Single-family home,Female,Public transit,65490
50,Bachelor's,Healthcare,3,Urban,23,Married,Full-time,6,Own,Apartment,Female,Car,67522
32,High School,Technology,0,Urban,44,Married,Full-time,3,Own,Single-family home,Male,Car,31212
43,High School,Others,2,Urban,8,Married,Full-time,5,Own,Apartment,Male,Public transit,165667
24,Bachelor's,Healthcare,4,Urban,20,Married,Full-time,2,Rent,Single-family home,Female,Walking,173824
34,Bachelor's,Finance,4,Urban,16,Married,Part-time,7,Own,Townhouse,Male,Car,71076
25,High School,Healthcare,4,Suburban,35,Married,Self-employed,5,Rent,Single-family home,Male,Public transit,3330387
31,Master's,Technology,0,Urban,39,Single,Part-time,5,Rent,Apartment,Female,Car,2571776
32,High School,Healthcare,3,Urban,33,Single,Self-employed,7,Rent,Townhouse,Female,Car,68856
37,High School,Technology,4,Urban,37,Single,Part-time,7,Rent,Apartment,Male,Public transit,65920
65,High School,Healthcare,5,Urban,1,Single,Part-time,7,Own,Apartment,Female,Public transit,193353
45,High School,Others,2,Rural,28,Divorced,Full-time,7,Own,Single-family home,Female,Walking,560997
64,Bachelor's,Finance,5,Urban,41,Married,Self-employed,1,Own,Apartment,Male,Walking,69426
56,Bachelor's,Others,1,Suburban,7,Married,Full-time,1,Own,Townhouse,Female,Public transit,70322
70,Bachelor's,Education,5,Rural,12,Married,Full-time,5,Own,Apartment,Female,Walking,73538
47,Master's,Technology,2,Urban,37,Single,Part-time,4,Own,Apartment,Female,Biking,70634
26,Master's,Technology,4,Urban,47,Single,Full-time,3,Own,Single-family home,Male,Biking,52703
20,Master's,Finance,4,Urban,28,Divorced,Full-time,2,Own,Apartment,Female,Biking,65012
37,Master's,Healthcare,2,Suburban,33,Married,Part-time,6,Own,Townhouse,Female,Public transit,68742
59,High School,Education,2,Suburban,18,Married,Part-time,1,Own,Apartment,Male,Public transit,42436
65,Master's,Technology,1,Urban,9,Married,Full-time,3,Rent,Single-family home,Male,Car,6724641
52,Bachelor's,Technology,1,Rural,21,Married,Self-employed,5,Own,Single-family home,Male,Car,71296
37,Bachelor's,Finance,3,Rural,2,Married,Part-time,2,Own,Single-family home,Male,Car,66996
47,Master's,Healthcare,4,Suburban,25,Married,Full-time,1,Own,Single-family home,Female,Public transit,72950
46,Master's,Technology,4,Urban,43,Divorced,Full-time,7,Own,Apartment,Female,Public transit,70082
40,Bachelor's,Education,3,Urban,30,Single,Self-employed,7,Own,Single-family home,Female,Public transit,66492
32,High School,Education,0,Suburban,25,Single,Self-employed,5,Own,Single-family home,Male,Public transit,72738
27,Bachelor's,Education,1,Suburban,33,Single,Self-employed,4,Own,Single-family home,Male,Walking,66480
40,High School,Technology,3,Urban,43,Single,Full-time,4,Rent,Townhouse,Male,Walking,68768
33,Bachelor's,Technology,3,Urban,28,Single,Full-time,7,Rent,Single-family home,Male,Public transit,4993567
20,High School,Technology,5,Urban,29,Single,Self-employed,6,Rent,Townhouse,Male,Public transit,68602
28,Bachelor's,Finance,4,Urban,18,Divorced,Self-employed,3,Rent,Apartment,Male,Biking,3506912
46,Bachelor's,Education,4,Urban,2,Married,Full-time,6,Own,Single-family home,Male,Car,70710
47,High School,Healthcare,4,Urban,36,Single,Part-time,3,Rent,Apartment,Female,Public transit,73354
49,Bachelor's,Education,1,Suburban,50,Married,Full-time,7,Own,Single-family home,Female,Car,65840
57,Bachelor's,Others,4,Urban,13,Divorced,Full-time,4,Own,Single-family home,Male,Public transit,7850258
61,High School,Finance,1,Urban,26,Married,Full-time,3,Own,Apartment,Male,Car,69608
32,Bachelor's,Technology,1,Urban,1,Married,Full-time,2,Rent,Apartment,Male,Car,9277180
54,Bachelor's,Education,3,Rural,40,Single,Full-time,6,Own,Townhouse,Female,Car,68466
19,Bachelor's,Healthcare,2,Urban,21,Single,Self-employed,6,Own,Townhouse,Female,Public transit,52597
42,Master's,Finance,2,Urban,0,Single,Full-time,5,Own,Townhouse,Male,Car,71320
67,High School,Others,4,Suburban,14,Married,Full-time,2,Rent,Apartment,Female,Car,2919753
45,Master's,Healthcare,4,Urban,29,Married,Full-time,7,Own,Townhouse,Male,Car,73596
69,High School,Education,3,Rural,18,Single,Self-employed,3,Own,Apartment,Female,Public transit,60126
24,High School,Others,3,Suburban,0,Married,Part-time,2,Rent,Single-family home,Male,Car,66170
43,High School,Finance,3,Urban,43,Married,Full-time,1,Own,Single-family home,Female,Biking,69830
30,Master's,Healthcare,4,Suburban,38,Single,Part-time,3,Rent,Single-family home,Female,Public transit,560292
55,Bachelor's,Technology,1,Urban,16,Married,Full-time,7,Own,Apartment,Female,Public transit,74062
39,Doctorate,Healthcare,1,Urban,35,Single,Part-time,5,Own,Apartment,Male,Car,92578
35,Master's,Technology,4,Urban,50,Married,Self-employed,2,Own,Townhouse,Male,Public transit,67718
66,Bachelor's,Healthcare,5,Suburban,31,Divorced,Full-time,2,Own,Single-family home,Male,Public transit,66522
57,Master's,Education,5,Urban,42,Single,Full-time,6,Own,Apartment,Male,Public transit,70090
70,Bachelor's,Technology,3,Urban,6,Married,Part-time,3,Rent,Single-family home,Female,Public transit,68862
45,Bachelor's,Finance,3,Urban,2,Single,Part-time,4,Rent,Single-family home,Female,Biking,73664
61,High School,Others,5,Rural,19,Divorced,Full-time,7,Own,Apartment,Male,Biking,66634
32,Bachelor's,Technology,2,Suburban,47,Married,Part-time,2,Own,Townhouse,Male,Biking,66140
20,High School,Healthcare,2,Urban,25,Married,Part-time,5,Own,Apartment,Male,Car,4074977
19,Master's,Healthcare,1,Urban,34,Married,Self-employed,3,Own,Single-family home,Female,Biking,520635
55,Master's,Healthcare,0,Urban,6,Single,Self-employed,4,Own,Single-family home,Male,Public transit,71972
57,High School,Finance,5,Urban,19,Married,Part-time,7,Rent,Townhouse,Male,Biking,940625
29,Master's,Others,4,Suburban,8,Divorced,Full-time,6,Rent,Apartment,Male,Public transit,73072
67,Bachelor's,Healthcare,4,Urban,17,Single,Part-time,1,Own,Apartment,Male,Car,1636511
35,Master's,Finance,1,Urban,44,Married,Full-time,4,Own,Apartment,Female,Public transit,254653
54,Master's,Healthcare,5,Urban,31,Married,Full-time,2,Rent,Single-family home,Male,Public transit,1875206
67,Bachelor's,Education,3,Urban,25,Single,Part-time,3,Own,Townhouse,Female,Walking,74628
43,High School,Healthcare,0,Urban,16,Divorced,Full-time,5,Rent,Single-family home,Male,Car,362930
32,Doctorate,Finance,3,Suburban,22,Married,Full-time,2,Own,Apartment,Female,Car,572590
36,Bachelor's,Others,3,Urban,6,Single,Full-time,3,Rent,Apartment,Male,Public transit,990385
39,Bachelor's,Technology,1,Urban,38,Single,Full-time,7,Own,Apartment,Male,Car,67040
54,High School,Healthcare,1,Urban,1,Married,Part-time,6,Rent,Single-family home,Female,Car,148703
32,Bachelor's,Finance,5,Suburban,21,Single,Full-time,3,Own,Apartment,Female,Car,75446
47,Bachelor's,Technology,3,Suburban,2,Divorced,Full-time,2,Own,Single-family home,Male,Car,536311
69,Master's,Others,1,Suburban,48,Single,Part-time,3,Own,Townhouse,Male,Car,72674
20,Bachelor's,Technology,5,Urban,31,Single,Part-time,6,Own,Townhouse,Male,Biking,72922
47,Master's,Finance,4,Rural,44,Single,Full-time,2,Rent,Townhouse,Female,Car,67054
26,Bachelor's,Others,3,Suburban,49,Single,Full-time,1,Rent,Apartment,Male,Public transit,103669
51,Bachelor's,Education,4,Urban,24,Single,Full-time,3,Rent,Townhouse,Female,Car,518470
58,Master's,Healthcare,4,Urban,49,Married,Full-time,4,Own,Single-family home,Female,Public transit,67896
44,High School,Others,3,Urban,11,Single,Full-time,7,Own,Single-family home,Male,Biking,2089891
40,Bachelor's,Healthcare,3,Urban,32,Single,Self-employed,5,Rent,Apartment,Female,Biking,1159788
66,Bachelor's,Others,1,Suburban,18,Single,Part-time,5,Rent,Single-family home,Female,Public transit,41243
18,High School,Healthcare,2,Urban,6,Single,Self-employed,6,Rent,Apartment,Female,Biking,75048
62,Bachelor's,Healthcare,4,Suburban,7,Single,Full-time,5,Own,Townhouse,Female,Public transit,69656
42,Master's,Finance,1,Urban,47,Married,Full-time,5,Rent,Townhouse,Male,Public transit,69022
39,Bachelor's,Technology,3,Urban,21,Divorced,Part-time,6,Own,Single-family home,Female,Public transit,69120
60,High School,Healthcare,3,Suburban,7,Married,Full-time,3,Rent,Townhouse,Female,Public transit,35201
43,Master's,Education,2,Urban,1,Single,Full-time,6,Rent,Apartment,Male,Public transit,71855
59,Bachelor's,Technology,1,Urban,27,Married,Part-time,2,Own,Single-family home,Female,Car,64952
66,Doctorate,Education,0,Urban,9,Divorced,Full-time,2,Own,Single-family home,Male,Biking,58613
52,High School,Healthcare,3,Urban,6,Married,Full-time,7,Own,Apartment,Male,Car,215911
60,Master's,Healthcare,2,Urban,27,Single,Full-time,4,Rent,Townhouse,Female,Car,71960
35,Master's,Healthcare,0,Urban,20,Married,Part-time,3,Rent,Townhouse,Female,Car,7386333
61,Master's,Others,2,Urban,19,Single,Full-time,5,Own,Townhouse,Female,Public transit,65808
68,Master's,Healthcare,2,Urban,31,Single,Full-time,6,Own,Apartment,Female,Car,75402
65,High School,Others,4,Suburban,49,Single,Full-time,4,Own,Apartment,Male,Public transit,2890384
68,Master's,Healthcare,3,Urban,40,Single,Full-time,7,Own,Single-family home,Female,Public transit,74498
42,Bachelor's,Technology,4,Suburban,1,Single,Self-employed,4,Own,Apartment,Female,Walking,93280
31,Bachelor's,Technology,5,Urban,3,Single,Full-time,1,Own,Apartment,Male,Public transit,198647
35,Bachelor's,Others,5,Urban,44,Single,Part-time,7,Own,Apartment,Female,Car,3167843
45,Bachelor's,Finance,1,Urban,49,Single,Full-time,4,Rent,Apartment,Male,Public transit,67066
